productId,brand,name,condition,specSummary,specs,highlights,description,warranty,completeness,defects,createdAt,variantId,color,colorHex,storage,price,strikePrice,stock,SKU_Induk,Warna,Image_Count,Image_URLs,Link_Produk
infinix-hot-60-pro,Infinix,Infinix Hot 60 Pro,baru,-,[],[],,Garansi Resmi,Fullset,[],2026-07-10T11:43:20.032Z,infinix-hot-60-pro-default,-,#8e8e93,-,3299000,,ready,INF-H60P-ER-CON,-,1,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_hot_60_pro_black_01.jpg,https://eraspace.com/erafone/infinix-hot-60-pro
infinix-gt-50-pro,Infinix,Infinix GT 50 Pro,baru,-,[],[],,Garansi Resmi,Fullset,[],2026-07-10T11:43:20.032Z,infinix-gt-50-pro-default,-,#8e8e93,-,6999000,,ready,INF-GT50P-ER-CON,-,1,https://cdnpro.eraspace.com/media/catalog/product/g/t/gt_50_pro_black_1.webp,https://eraspace.com/erafone/infinix-gt-50-pro
infinix-xwatch-h4,Infinix,Infinix Xwatch H4,baru,-,[],[],,Garansi Resmi,Fullset,[],2026-07-10T11:43:20.032Z,infinix-xwatch-h4-default,-,#8e8e93,-,199000,,ready,8100034032,-,1,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_xwatch_h4_black_1.jpg,https://eraspace.com/erafone/infinix-xwatch-h4-black
infinix-smart-10-plus,Infinix,Infinix Smart 10 Plus,baru,-,[],[],,Garansi Resmi,Fullset,[],2026-07-10T11:43:20.032Z,infinix-smart-10-plus-default,-,#8e8e93,-,1599000,,ready,INF-S10P-ER-CON,-,1,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_smart_10_plus_black_01.jpg,https://eraspace.com/erafone/infinix-smart-10-plus
infinix-note-40-pro-5g,Infinix,Infinix Note 40 Pro 5G,baru,-,[],[],,Garansi Resmi,Fullset,[],2026-07-10T11:43:20.032Z,infinix-note-40-pro-5g-default,-,#8e8e93,-,3499000,,ready,INF-N40P-5G-ER-CON,-,1,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix-note-40-pro-plus-black_1_1.jpg,https://eraspace.com/erafone/infinix-note-40-pro-5g
infinix-xband-xw4b,Infinix,Infinix Xband XW4B,baru,-,[],[],,Garansi Resmi,Fullset,[],2026-07-10T11:43:20.032Z,infinix-xband-xw4b-default,-,#8e8e93,-,369000,,ready,8100034030,-,1,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_xband_xw4b_silver_1.jpg,https://eraspace.com/erafone/infinix-xband-xw4b-silver
infinix-hot-50,Infinix,Infinix Hot 50,baru,-,[],[],,Garansi Resmi,Fullset,[],2026-07-10T11:43:20.032Z,infinix-hot-50-default,-,#8e8e93,-,1799000,,ready,8100124990,-,1,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix-hot-50-black_01.jpg,https://eraspace.com/erafone/infinix-hot-50-6-256gb-black
infinix-note-40-pro-5g,Infinix,Infinix Note 40 Pro+ 5G,baru,-,[],[],,Garansi Resmi,Fullset,[],2026-07-10T11:43:20.032Z,infinix-note-40-pro-5g-default,-,#8e8e93,-,3699000,,ready,INF-N40PP-5G-ER-CON,-,1,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix-note-40-pro-plus-black_1.jpg,https://eraspace.com/erafone/infinix-note-40-pro-plus-5g
infinix-gt-30-pro,Infinix,Infinix GT 30 Pro,baru,-,[],[],,Garansi Resmi,Fullset,[],2026-07-10T11:43:20.032Z,infinix-gt-30-pro-default,-,#8e8e93,-,4699000,,ready,8100044120,-,1,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_gt_30_pro_blade_white_01_1.jpg,https://eraspace.com/erafone/infinix-gt-30-pro-12-512gb-blade-white
infinix-gt20-pro,Infinix,Infinix GT20 Pro,baru,-,[],[],,Garansi Resmi,Fullset,[],2026-07-10T11:43:20.032Z,infinix-gt20-pro-default,-,#8e8e93,-,3999000,,ready,8100147778,-,1,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_gt20_pro_mecha_silver_1.jpg,https://eraspace.com/erafone/infinix-gt20-pro-8-256gb-mecha-silver
infinix-gt-30,Infinix,Infinix GT 30,baru,-,[],[],,Garansi Resmi,Fullset,[],2026-07-10T11:43:20.032Z,infinix-gt-30-default,-,#8e8e93,-,3799000,,ready,INF-GT30-ER-CON,-,1,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_gt_30_cyber_blue_01.webp,https://eraspace.com/erafone/infinix-gt-30
infinix-xpad-4g,Infinix,Infinix XPAD 4G,baru,-,[],[],,Garansi Resmi,Fullset,[],2026-07-10T11:43:20.032Z,infinix-xpad-4g-default,-,#8e8e93,-,2499000,,ready,8100130895,-,1,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_xpad_wifi_blue_1_1.jpg,https://eraspace.com/erafone/infinix-xpad-4g-8-256gb-blue
infinix-note-40-4g,Infinix,Infinix Note 40 4G,baru,-,[],[],,Garansi Resmi,Fullset,[],2026-07-10T11:43:20.032Z,infinix-note-40-4g-default,-,#8e8e93,-,2399000,,ready,8100143241,-,1,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_note_40_4g_black_1.jpg,https://eraspace.com/erafone/infinix-note-40-4g-8-256gb-black
infinix-xpad-4g,Infinix,Infinix XPAD 4G,baru,-,[],[],,Garansi Resmi,Fullset,[],2026-07-10T11:43:20.032Z,infinix-xpad-4g-default,-,#8e8e93,-,2299000,,ready,8100177509,-,1,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_xpad_wifi_gold_1_1_1.jpg,https://eraspace.com/erafone/infinix-xpad-4g-4-256gb-gold
infinix-hot-50,Infinix,Infinix Hot 50,baru,-,[],[],,Garansi Resmi,Fullset,[],2026-07-10T11:43:20.032Z,infinix-hot-50-default,-,#8e8e93,-,1799000,,ready,8100124994,-,1,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix-hot-50-green_01.jpg,https://eraspace.com/erafone/infinix-hot-50-6-256gb-green
infinix-hot-50-pro,Infinix,Infinix Hot 50 Pro,baru,-,[],[],,Garansi Resmi,Fullset,[],2026-07-10T11:43:20.032Z,infinix-hot-50-pro-default,-,#8e8e93,-,2199000,,ready,8100177497,-,1,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_hot_50_pro_sleek_black_1.jpg,https://eraspace.com/erafone/infinix-hot-50-pro-8-256gb-black
infinix-hot-50-pro,Infinix,Infinix Hot 50 Pro+,baru,-,[],[],,Garansi Resmi,Fullset,[],2026-07-10T11:43:20.032Z,infinix-hot-50-pro-default,-,#8e8e93,-,2599000,,ready,8100015369,-,1,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_hot_50_pro_plus_red_1.jpg,https://eraspace.com/erafone/infinix-hot-50-pro-plus-8-256gb-red
infinix-xpad-4g,Infinix,Infinix XPAD 4G,baru,-,[],[],,Garansi Resmi,Fullset,[],2026-07-10T11:43:20.032Z,infinix-xpad-4g-default,-,#8e8e93,-,2499000,,ready,8100130894,-,1,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_xpad_wifi_grey_1_1.jpg,https://eraspace.com/erafone/infinix-xpad-4g-8-256gb-grey
infinix-hot-50-pro-purple,Infinix,Infinix Hot 50 Pro+ Purple,baru,-,[],[],,Garansi Resmi,Fullset,[],2026-07-10T11:43:20.032Z,infinix-hot-50-pro-purple-default,-,#8e8e93,-,2599000,,ready,8100125000,-,1,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_hot_50_pro_purple_1.jpg,https://eraspace.com/erafone/infinix-hot-50-pro-plus-8-256gb-purple
infinix-hot-50,Infinix,Infinix Hot 50,baru,-,[],[],,Garansi Resmi,Fullset,[],2026-07-10T11:43:20.032Z,infinix-hot-50-default,-,#8e8e93,-,1799000,,ready,8100124992,-,1,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix-hot-50-grey_01.jpg,https://eraspace.com/erafone/infinix-hot-50-6-256gb-grey
infinix-zero-30-4g,Infinix,Infinix Zero 30 4G,baru,-,[],[],,Garansi Resmi,Fullset,[],2026-07-10T11:43:20.032Z,infinix-zero-30-4g-default,-,#8e8e93,-,3099000,,ready,8100125401,-,1,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_zero_30_4g_8_256gb_white_1.jpg,https://eraspace.com/erafone/infinix-zero-30-4g-8-256gb-white
infinix-hot-50-pro,Infinix,Infinix Hot 50 Pro,baru,-,[],[],,Garansi Resmi,Fullset,[],2026-07-10T11:43:20.032Z,infinix-hot-50-pro-default,-,#8e8e93,-,2199000,,ready,8100170961,-,1,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_hot_50_pro_titanium_grey_1.jpg,https://eraspace.com/erafone/infinix-hot-50-pro-8-256gb-grey
infinix-hot-50-pro,Infinix,Infinix Hot 50 Pro,baru,-,[],[],,Garansi Resmi,Fullset,[],2026-07-10T11:43:20.032Z,infinix-hot-50-pro-default,-,#8e8e93,-,2199000,,ready,8100177499,-,1,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_hot_50_pro_glacier_blue_1.jpg,https://eraspace.com/erafone/infinix-hot-50-pro-8-256gb-blue
infinix-hot-50-pro,Infinix,Infinix Hot 50 Pro,baru,-,[],[],,Garansi Resmi,Fullset,[],2026-07-10T11:43:20.032Z,infinix-hot-50-pro-default,-,#8e8e93,-,2199000,,ready,8100177501,-,1,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_hot_50_pro_dreamy_purple_1.jpg,https://eraspace.com/erafone/infinix-hot-50-pro-8-256gb-purple
infinix-hot-40-pro,Infinix,Infinix Hot 40 Pro,baru,-,[],[],,Garansi Resmi,Fullset,[],2026-07-10T11:43:20.032Z,infinix-hot-40-pro-default,-,#8e8e93,-,1999000,,ready,8100139977,-,1,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_hot_40_pro_starfall_green_1.jpg,https://eraspace.com/erafone/infinix-hot-40-pro-8-256-gb-starfall-green
infinix-note-50-4g,Infinix,Infinix Note 50 4G,baru,-,[],[],,Garansi Resmi,Fullset,[],2026-07-10T11:43:20.032Z,infinix-note-50-4g-default,-,#8e8e93,-,2799000,,ready,8100046164,-,1,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_note_50_4g_gray_1.jpg,https://eraspace.com/erafone/infinix-note-50-4g-8-256gb-gray
infinix-hot-30i,Infinix,Infinix Hot 30i,baru,-,[],[],,Garansi Resmi,Fullset,[],2026-07-10T11:43:20.032Z,infinix-hot-30i-default,-,#8e8e93,-,1499000,,ready,8100103389,-,1,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_hot_30i_white_1.jpg,https://eraspace.com/erafone/infinix-hot-30i-8-128gb-diamond-white
infinix-hot-40i,Infinix,Infinix Hot 40i,baru,-,[],[],,Garansi Resmi,Fullset,[],2026-07-10T11:43:20.032Z,infinix-hot-40i-default,-,#8e8e93,-,1699000,,ready,8100139973,-,1,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_hot_40i_starfall_green_1.jpg,https://eraspace.com/erafone/infinix-hot-40i-8-256-gb-starfall-green
infinix-xpad-4g,Infinix,Infinix XPAD 4G,baru,-,[],[],,Garansi Resmi,Fullset,[],2026-07-10T11:43:20.032Z,infinix-xpad-4g-default,-,#8e8e93,-,2499000,,ready,8100130896,-,1,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_xpad_wifi_gold_1_1.jpg,https://eraspace.com/erafone/infinix-xpad-4g-8-256gb-gold
infinix-hot-40-pro,Infinix,Infinix Hot 40 Pro,baru,-,[],[],,Garansi Resmi,Fullset,[],2026-07-10T11:43:20.032Z,infinix-hot-40-pro-default,-,#8e8e93,-,1999000,,ready,8100139976,-,1,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_hot_40_pro_palm_blue_1.jpg,https://eraspace.com/erafone/infinix-hot-40-pro-8-256-gb-palm-blue
infinix-note-50-4g,Infinix,Infinix Note 50 4G,baru,-,[],[],,Garansi Resmi,Fullset,[],2026-07-10T11:43:20.032Z,infinix-note-50-4g-default,-,#8e8e93,-,2799000,,ready,8100046165,-,1,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_note_50_4g_shade_1.jpg,https://eraspace.com/erafone/infinix-note-50-4g-8-256gb-shade
infinix-note-50-4g,Infinix,Infinix Note 50 4G,baru,-,[],[],,Garansi Resmi,Fullset,[],2026-07-10T11:43:20.032Z,infinix-note-50-4g-default,-,#8e8e93,-,2799000,,ready,8100046163,-,1,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_note_50_4g_red_1.jpg,https://eraspace.com/erafone/infinix-note-50-4g-8-256gb-red
infinix-smart-9,Infinix,Infinix Smart 9,baru,-,[],[],,Garansi Resmi,Fullset,[],2026-07-10T11:43:20.032Z,infinix-smart-9-default,-,#8e8e93,-,1249000,,ready,8100023215,-,1,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_smart_9_metallic_black_01.jpg,https://eraspace.com/erafone/infinix-smart-9-4-128gb-metallic-black
infinix-smart-9,Infinix,Infinix Smart 9,baru,-,[],[],,Garansi Resmi,Fullset,[],2026-07-10T11:43:20.032Z,infinix-smart-9-default,-,#8e8e93,-,1249000,,ready,8100023221,-,1,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_smart_9_sandstone_gold_01.jpg,https://eraspace.com/erafone/infinix-smart-9-4-128gb-sandstone-gold
infinix-gt-30-pro,Infinix,Infinix GT 30 Pro,baru,-,[],[],,Garansi Resmi,Fullset,[],2026-07-10T11:43:20.032Z,infinix-gt-30-pro-default,-,#8e8e93,-,3999000,,ready,8100044118,-,1,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_gt_30_pro_grey_01.jpg,https://eraspace.com/erafone/infinix-gt-30-pro-8-256gb-grey
infinix-hot-40-pro,Infinix,Infinix Hot 40 Pro,baru,-,[],[],,Garansi Resmi,Fullset,[],2026-07-10T11:43:20.032Z,infinix-hot-40-pro-default,-,#8e8e93,-,1999000,,ready,8100139974,-,1,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_hot_40_pro_starlit_black_1.jpg,https://eraspace.com/erafone/infinix-hot-40-pro-8-256-gb-starlit-black
infinix-xpad-4g,Infinix,Infinix XPAD 4G,baru,-,[],[],,Garansi Resmi,Fullset,[],2026-07-10T11:43:20.032Z,infinix-xpad-4g-default,-,#8e8e93,-,2299000,,ready,8100177507,-,1,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_xpad_wifi_blue_1_1_1.jpg,https://eraspace.com/erafone/infinix-xpad-4g-4-256gb-blue
